,Provincia,Partido,Localidad,Link Indec,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps,Otros
330,BUENOS AIRES,Junín,Saforcada,6413080,0,0,76,0,0,0,0,0
331,BUENOS AIRES,La Costa,Aguas Verdes,6420030,0,0,32,2,0,1,0,0
332,BUENOS AIRES,La Costa,Las Toninas,6420010,0,7,210,115,1109,0,0,519
333,BUENOS AIRES,La Costa,Lucila Del Mar,6420030,0,0,181,13,0,1007,646,0
334,BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,0,20,1252,460,368,4513,3836,0
335,BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,0,15,232,4591,2063,0,0,0
336,BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,0,18,673,3484,7405,0,0,1086
337,BUENOS AIRES,La Matanza,20 De Junio,6427010,0,3,13,26,7,2,343,0
338,BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,0,7,5,276,0,12,1135,0
339,BUENOS AIRES,La Matanza,Ciudad Evita,6427010,2,20,282,468,191,3085,4441,6
340,BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,6,8,5161,2763,2711,6871,15699,23
341,BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,0,14,1164,1245,1099,18553,12682,15
342,BUENOS AIRES,La Matanza,Isidro Casanova,6427010,7,20,712,1089,315,26401,9980,6
343,BUENOS AIRES,La Matanza,La Tablada,6427010,0,8,808,1798,172,115,6439,36
344,BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,1,23,181,1442,280,140,4864,1
345,BUENOS AIRES,La Matanza,Rafael Castillo,6427010,0,11,607,648,202,8561,7098,16
346,BUENOS AIRES,La Matanza,Ramos Mejía,6427010,19,85,221,1961,477,7988,7673,2
347,BUENOS AIRES,La Matanza,San Justo,6427010,11,50,966,1790,326,13651,11176,21
348,BUENOS AIRES,La Matanza,Tapiales,6427010,4,29,212,893,501,7820,1884,1
349,BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,4,28,322,1184,87,11971,6855,4
350,BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,0,9,148,908,115,85,5553,1
351,BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,0,672,4282,1234,268,58,10874,38
352,BUENOS AIRES,La Plata,Abasto,6441030,10,22,151,18,2,4,3840,4
353,BUENOS AIRES,La Plata,Angel Etcheverry,6441030,0,0,6,40,0,3,392,0
354,BUENOS AIRES,La Plata,Arana,6441030,0,0,23,0,61,0,0,0
355,BUENOS AIRES,La Plata,Arturo Segui,6441030,0,0,0,0,0,1,20,0
356,BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,0,0,29,75,11,0,0,30
357,BUENOS AIRES,La Plata,Barrio El Peligro,6441030,0,0,466,0,0,0,0,0
358,BUENOS AIRES,La Plata,Barrio Gambier,6441030,0,0,29,75,11,0,0,30
359,BUENOS AIRES,La Plata,City Bell,6441030,0,3,60,187,57,22,2055,91
360,BUENOS AIRES,La Plata,colonia la plata,6441030,0,0,63,0,0,0,0,0
361,BUENOS AIRES,La Plata,El Retiro,6441030,0,0,0,0,1,0,0,0
362,BUENOS AIRES,La Plata,Ignacio Correas,6441020,0,0,0,48,0,0,0,0
363,BUENOS AIRES,La Plata,Joaquin Gorina,6441030,0,0,1,6,2,1,110,0
364,BUENOS AIRES,La Plata,Jose Hernandez,6441030,0,0,0,0,0,0,13,0
365,BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,0,0,0,95,0,5,428,0
366,BUENOS AIRES,La Plata,La Cumbre,6441030,0,0,29,75,11,0,0,30
367,BUENOS AIRES,La Plata,La Plata,6441030,68,2086,5944,4557,4530,40848,17558,145
368,BUENOS AIRES,La Plata,Lisandro Olmos,6441030,0,0,1,131,0,27,1522,0
369,BUENOS AIRES,La Plata,Los Hornos,6441030,0,0,95,184,95,48,1965,91
370,BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,0,4,23,61,20,5,1533,0
371,BUENOS AIRES,La Plata,OTROS,Sin Datos,0,0,14,6,2,9,0,0
372,BUENOS AIRES,La Plata,Ringuelet,6441030,0,0,61,56,28,3,801,0
373,BUENOS AIRES,La Plata,ruta del sol,6441030,0,70,166,42,14,0,0,0
374,BUENOS AIRES,La Plata,Tolosa,6441030,0,1,103,163,73,11,2912,0
375,BUENOS AIRES,La Plata,Transradio,6441030,1,0,0,0,0,0,0,0
376,BUENOS AIRES,La Plata,Villa Elisa,6441030,0,1,80,192,111,9,2149,30
377,BUENOS AIRES,La Plata,Villa Elvira,6441030,0,0,107,223,76,22,2887,30
378,BUENOS AIRES,La Plata,Villa Garibaldi,6441030,0,0,29,75,11,0,0,30
379,BUENOS AIRES,La Plata,Villa Montoro,6441030,0,0,29,75,11,0,0,30
380,BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,0,0,29,75,11,0,0,30
381,BUENOS AIRES,Lanús,Gerli,6434010,3,21,23,374,8,3017,3499,0
382,BUENOS AIRES,Lanús,Lanús Este,6434010,5,48,442,841,322,11975,5982,0
383,BUENOS AIRES,Lanús,Lanús Oeste,6434010,1,202,267,1228,36,89,14013,1
384,BUENOS AIRES,Lanús,Monte Chingolo,6434010,7,20,214,393,54,15891,4155,0
385,BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,0,21,256,1053,9,5101,3573,136
386,BUENOS AIRES,Lanús,Valentín Alsina,6434010,8,41,115,422,124,9506,3285,1
387,BUENOS AIRES,Laprida,Laprida,6448010,0,0,22,0,1289,990,28,0
388,BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,0,0,8,0,0,0,0,0
389,BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,0,0,12,32,73,0,0,0
390,BUENOS AIRES,Las Flores,Coronel Boerr,6455010,0,0,3,0,0,0,0,0
391,BUENOS AIRES,Las Flores,El Trigo,6455020,0,0,3,9,0,0,0,0
392,BUENOS AIRES,Las Flores,Las Flores,6455030,0,2,2724,2248,457,39,19,5
393,BUENOS AIRES,Las Flores,Pardo,6455040,0,0,4,0,0,0,0,0
394,BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,0,2,4,0,0,0,0,0
395,BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,1,0,117,0,0,0,0,0
396,BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,0,0,38,1,0,0,0,0
397,BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,0,0,465,248,395,0,0,5
398,BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,0,0,244,5,0,0,0,0
399,BUENOS AIRES,Leandro N. Alem,Vedia,6462060,1,2,1277,282,1149,130,0,0
400,BUENOS AIRES,Lincoln,Arenaza,6469010,0,0,293,0,0,0,0,0
401,BUENOS AIRES,Lincoln,Bayauca,6469020,0,1,0,0,43,0,0,0
402,BUENOS AIRES,Lincoln,Carlos Salas,6469040,0,0,123,0,0,0,0,0
403,BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,0,288,0,0,0,0,0,0
404,BUENOS AIRES,Lincoln,El Triunfo,6469060,0,0,10,0,0,0,0,0
405,BUENOS AIRES,Lincoln,Las Toscas,6469070,0,247,53,30,0,0,0,0
406,BUENOS AIRES,Lincoln,Lincoln,6469080,0,4,162,1535,464,4,620,0
407,BUENOS AIRES,Lincoln,Pasteur,6469090,2,0,486,1,0,0,0,0
408,BUENOS AIRES,Lincoln,Roberts,6469100,0,0,0,614,71,14,0,0
409,BUENOS AIRES,Lobería,Arenas Verdes,6476010,0,0,11,0,0,0,0,0
410,BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,0,0,1,0,0,0,0,0
411,BUENOS AIRES,Lobería,Lobería,6476030,0,2,589,834,757,1,92,16
412,BUENOS AIRES,Lobería,Pieres,6476040,0,0,7,0,0,0,0,0
413,BUENOS AIRES,Lobería,San Manuel,6476050,0,5,146,19,298,32,0,0
414,BUENOS AIRES,Lobería,Tamangueyú,6476060,0,0,28,0,0,0,0,0
415,BUENOS AIRES,Lobos,Antonio Carboni,6483010,0,25,226,128,3,1,1,0
416,BUENOS AIRES,Lobos,Elvira,6483020,0,0,62,71,2,0,0,0
417,BUENOS AIRES,Lobos,Lobos,6483040,0,35,1492,1750,306,3,378,1
418,BUENOS AIRES,Lobos,Salvador María,6483050,0,0,291,488,19,0,0,0
419,BUENOS AIRES,Lomas De Zamora,Banfield,6490010,11,52,201,3728,168,9924,22678,1
420,BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,5,20,51,401,63,7137,2067,7
421,BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,16,328,1680,1857,514,11035,9022,328
422,BUENOS AIRES,Lomas De Zamora,Temperley,6490010,2,13,90,1429,27,9268,7529,0
423,BUENOS AIRES,Lomas De Zamora,Turdera,6490010,4,12,20,139,3,6348,508,0
424,BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,0,133,247,47,43,1,17,0
425,BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,0,290,494,68,29,0,88,1
426,BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,0,17,10,21,15,55,41,0
427,BUENOS AIRES,Luján,Carlos Keen,6497020,0,12,8,0,0,0,0,0
428,BUENOS AIRES,Luján,Cortines,6497060,0,16,29,73,53,192,145,0
429,BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,0,8,24,431,310,1126,903,0
430,BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,0,10,6,0,0,0,0,0
431,BUENOS AIRES,Luján,Luján,6497060,5,219,3516,1728,4699,685,9491,4
432,BUENOS AIRES,Luján,Olivera,6497070,0,27,20,0,0,0,0,0
433,BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,0,21,41,321,184,0,0,0
434,BUENOS AIRES,Luján,OTROS,Sin Datos,0,22,20,0,0,0,0,0
435,BUENOS AIRES,Luján,Torres,6497090,0,16,11,12,131,0,0,0
436,BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,0,0,143,23,32,286,58,423
437,BUENOS AIRES,Magdalena,Magdalena,6505040,0,103,570,625,483,2503,189,0
438,BUENOS AIRES,Magdalena,Vieytes,6505060,0,0,87,0,6,0,0,0
439,BUENOS AIRES,Maipú,Las Armas,6511010,0,54,99,0,0,0,0,0
440,BUENOS AIRES,Maipú,Maipú,6511020,0,20,35,189,421,2,0,1100
441,BUENOS AIRES,Maipú,Santo Domingo,6511030,0,0,0,7,0,1,0,0
442,BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,0,0,0,0,0,3,0,208
443,BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,0,0,3083,1965,1861,2099,2829,41
444,BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,0,25,160,211,258,22,1349,22
445,BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,0,5,726,636,253,283,1279,16
446,BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,5,17,85,360,89,6039,2780,4
447,BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,0,1,9,3,0,0,35,4
448,BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1,691,1,1031,1951,27,3409,127
449,BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,0,5,33,122,7,2585,1527,7
450,BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,0,22,21,1495,295,66,9,141
451,BUENOS AIRES,Mar Chiquita,General Pirán,6518020,0,16,9,257,14,10,0,513
452,BUENOS AIRES,Mar Chiquita,La Armonía,6518030,0,0,52,34,12,3,0,0
453,BUENOS AIRES,Mar Chiquita,La Caleta,6518020,0,0,0,0,0,0,0,157
454,BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,0,0,25,1128,211,87,2,166
455,BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,0,401,2414,672,0,0,0,1
456,BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,0,0,0,0,0,0,0,319
457,BUENOS AIRES,Marcos Paz,Marcos Paz,6525020,1,28,422,861,633,42,6209,941
458,BUENOS AIRES,Mercedes,Gowland,6532010,0,0,44,0,0,0,0,0
459,BUENOS AIRES,Mercedes,Jorge Born,6532030,0,0,0,63,0,0,0,0
460,BUENOS AIRES,Mercedes,Mercedes,6532020,7,44,891,2107,3177,3248,417,1
461,BUENOS AIRES,Merlo,Libertad,6539010,1,7,1755,635,48,14672,6407,14
462,BUENOS AIRES,Merlo,Mariano Acosta,6539010,0,1,2,221,0,17,3509,9730
463,BUENOS AIRES,Merlo,Merlo,6539010,8,34,1226,1137,138,23565,16916,194
464,BUENOS AIRES,Merlo,OTROS,Sin Datos,0,0,0,0,0,1,0,0
465,BUENOS AIRES,Merlo,Pontevedra,6539010,0,5,303,2020,258,10,1816,0
466,BUENOS AIRES,Merlo,San Antonio De Padua,6539010,4,4,434,106,6,6111,1688,30
467,BUENOS AIRES,Monte,Abbott,6547010,0,0,0,18,163,0,139,0
468,BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,25,63,1783,1658,599,0,904,0
469,BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,6553010,0,0,31,477,8,91,89,0
470,BUENOS AIRES,Monte Hermoso,Monte Hermoso,6553020,0,0,729,3732,274,823,399,0
471,BUENOS AIRES,Moreno,Cuartel V,6560010,0,0,0,762,14,1,16,0
472,BUENOS AIRES,Moreno,Francisco Alvarez,6560010,0,45,527,615,393,598,1522,1
473,BUENOS AIRES,Moreno,La Reja,6560010,1,5,274,1406,422,57,3285,0
474,BUENOS AIRES,Moreno,Moreno,6560010,9,49,3126,6591,16216,17551,11390,5
475,BUENOS AIRES,Moreno,Paso Del Rey,6560010,3,0,12,761,2,19,2858,0
476,BUENOS AIRES,Moreno,Trujui,6560010,2,14,174,1584,42,9985,2684,0
477,BUENOS AIRES,Morón,Castelar,6568010,0,25,123,337,42,78,12795,0
478,BUENOS AIRES,Morón,El Palomar,6568010,4,47,114,220,81,23,5230,0
479,BUENOS AIRES,Morón,Haedo,6568010,8,39,129,335,149,9434,4753,3
480,BUENOS AIRES,Morón,Moron,6568010,21,94,270,617,560,7125,13426,9
481,BUENOS AIRES,Morón,Villa Sarmiento,6568010,0,4,97,194,12,3457,1859,2
482,BUENOS AIRES,Navarro,José Juan Almeyra,6574010,0,0,99,0,0,0,0,0
483,BUENOS AIRES,Navarro,Las Marianas,6574020,0,0,135,22,45,1,0,0
484,BUENOS AIRES,Navarro,Navarro,6574030,1,0,212,120,277,1480,247,1919
485,BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,0,0,99,41,27,0,4,0
486,BUENOS AIRES,Necochea,Claraz,6581010,0,0,105,0,0,0,0,0
487,BUENOS AIRES,Necochea,Costa Bonita,6581040,0,0,14,0,0,0,0,0
488,BUENOS AIRES,Necochea,Energía,6581025,0,0,3,10,0,0,0,0
489,BUENOS AIRES,Necochea,Juan N. Fernández,6581030,2,0,638,0,0,0,0,0
490,BUENOS AIRES,Necochea,Necochea - Quequén,6581040,1,114,2144,3635,2640,644,2397,1
491,BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,0,193,366,154,0,0,0,0
492,BUENOS AIRES,Necochea,OTROS,Sin Datos,0,0,16,0,0,0,0,0
493,BUENOS AIRES,Olavarría,Colonia Hinojo,6595070,0,0,0,0,0,0,0,1
494,BUENOS AIRES,Olavarría,Hinojo,6595060,1,0,0,6,6,0,0,0
495,BUENOS AIRES,Olavarría,Olavarría,6595070,5,6,1037,1815,946,14,1554,7
496,BUENOS AIRES,Olavarría,Sierra Chica,6595100,0,0,0,1,0,0,60,0
497,BUENOS AIRES,Olavarría,Sierras Bayas,6595110,0,0,28,90,157,0,0,0
498,BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,0,0,0,191,4,0,0,0
499,BUENOS AIRES,OTROS,OTROS,Sin Datos,27866,8,14,1,0,0,0,39162
500,BUENOS AIRES,Patagones,Bahía San Blas,6602010,0,0,4,0,0,0,0,0
501,BUENOS AIRES,Patagones,Carmen de Patagones,6602030,1,6,162,384,578,0,0,4159
502,BUENOS AIRES,Patagones,José B. Casas,6602040,0,0,6,0,0,0,0,0
503,BUENOS AIRES,Patagones,Juan A. Pradere,6602050,0,0,48,0,41,0,0,0
504,BUENOS AIRES,Patagones,Stroeder,6602060,0,0,174,0,452,0,0,0
505,BUENOS AIRES,Patagones,Villalonga,6602070,0,0,248,210,653,0,0,0
506,BUENOS AIRES,Pehuajó,Capitán Castro,6609010,0,0,3,0,0,0,0,0
507,BUENOS AIRES,Pehuajó,Chiclana,6609080,0,6,3,0,0,0,0,0
508,BUENOS AIRES,Pehuajó,Francisco Madero,6609030,0,0,3,0,0,0,0,0
509,BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,0,0,3,0,0,0,0,0
510,BUENOS AIRES,Pehuajó,Juan José Paso,6609040,0,0,391,0,12,0,0,10
511,BUENOS AIRES,Pehuajó,Magdala,6609050,0,4,3,0,0,0,0,0
512,BUENOS AIRES,Pehuajó,Mones Cazón,6609060,0,0,3,0,0,0,0,0
513,BUENOS AIRES,Pehuajó,Nueva Plata,6609070,0,0,3,0,0,0,0,0
514,BUENOS AIRES,Pehuajó,Pehuajó,6609080,0,21,1534,1690,1226,4,0,164
515,BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,0,0,3,0,0,0,0,0
516,BUENOS AIRES,Pehuajó,San Esteban,6609020,0,0,3,0,0,0,0,0
517,BUENOS AIRES,Pellegrini,Pellegrini,6616030,1,0,843,56,241,2,0,0
518,BUENOS AIRES,Pergamino,Acevedo,6623010,0,0,342,0,0,0,0,110
519,BUENOS AIRES,Pergamino,Fontezuela,6623020,0,32,97,10,1,0,0,0
520,BUENOS AIRES,Pergamino,Guerrico,6623030,0,0,115,0,0,0,0,1
521,BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,0,0,51,0,0,0,0,0
522,BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,0,63,234,18,1,0,0,0
523,BUENOS AIRES,Pergamino,La Violeta,6623060,0,346,0,0,0,0,0,0
524,BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,0,0,374,118,0,0,0,0
525,BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,1,0,0,0,0,0,0,0
526,BUENOS AIRES,Pergamino,Pergamino,6623100,4,95,1466,1088,510,17,1237,14
527,BUENOS AIRES,Pergamino,Pinzón,6623110,0,0,1,0,0,0,0,0
528,BUENOS AIRES,Pergamino,Rancagua,6623120,0,0,211,0,0,0,0,0
529,BUENOS AIRES,Pergamino,Villa San José,6623140,0,0,18,0,0,0,0,0
530,BUENOS AIRES,Pila,Casalins,6630010,0,12,0,0,0,0,0,0
531,BUENOS AIRES,Pila,Pila,6630020,0,0,11,19,31,10,3,0
532,BUENOS AIRES,Pilar,Del Viso,6638040,0,46,2199,2235,1364,2934,7012,2
533,BUENOS AIRES,Pilar,Fátima,6638040,0,4,385,7,9,11,2570,11
534,BUENOS AIRES,Pilar,La Lonja,6638040,0,124,1067,1007,121,142,553,83
535,BUENOS AIRES,Pilar,Los Cachorros,6638040,0,0,2,83,0,2,1956,0
536,BUENOS AIRES,Pilar,Manuel Alberti,6638040,0,0,0,2,1,0,95,0
537,BUENOS AIRES,Pilar,Manzanares,6638040,0,0,3,0,0,3,397,0
538,BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,0,0,54,0,0,0,0,0
539,BUENOS AIRES,Pilar,OTROS,Sin Datos,0,0,268,0,1,5,0,0
540,BUENOS AIRES,Pilar,Pilar,6638040,11,127,2274,3715,9655,10864,8613,126
541,BUENOS AIRES,Pilar,Presidente Derqui,6638040,0,0,1826,512,0,29,2621,0
542,BUENOS AIRES,Pilar,Santa Teresa,6638040,2,0,0,0,0,0,0,0
543,BUENOS AIRES,Pilar,Tortuguitas,6638040,2,0,3,0,5,0,0,0
544,BUENOS AIRES,Pilar,Villa Astolfi,6638040,0,0,9,20,0,26,823,0
545,BUENOS AIRES,Pilar,Villa Rosa,6638040,0,17,636,255,526,31,2248,11
546,BUENOS AIRES,Pilar,Zelaya,6638040,0,0,13,19,3,0,6,0
547,BUENOS AIRES,Pinamar,Carilo,6644010,0,22,2,5,1,0,111,0
548,BUENOS AIRES,Pinamar,Pinamar,6644010,3,75,341,8724,114,14812,207,1000
549,BUENOS AIRES,Presidente Perón,Guernica,6648010,0,5,174,477,22,6339,7112,4
550,BUENOS AIRES,Puán,Bordenave,6651020,1,0,159,0,166,4,2,0
551,BUENOS AIRES,Puán,Darregueira,6651030,0,0,11,30,198,0,1,2142
552,BUENOS AIRES,Puán,Puán,6651080,1,0,0,1103,765,324,0,0
553,BUENOS AIRES,Puán,San Germán,6651090,0,0,53,0,0,0,0,0
554,BUENOS AIRES,Puán,Villa Iris,6651110,0,0,0,104,711,24,4,0
555,BUENOS AIRES,Punta Indio,Pipinas,6655030,0,0,114,0,0,0,0,0
556,BUENOS AIRES,Punta Indio,Punta Indio,6655040,0,0,78,30,7,0,0,0
557,BUENOS AIRES,Punta Indio,Verónica,6655050,0,0,844,75,128,0,0,0
558,BUENOS AIRES,Quilmes,Bernal,6658010,4,22,57,1469,57,9708,6533,0
559,BUENOS AIRES,Quilmes,Bernal Oeste,6658010,0,24,475,594,242,578,199,0
560,BUENOS AIRES,Quilmes,Don Bosco,6658010,0,2,6,59,2,6,664,0
561,BUENOS AIRES,Quilmes,Ezpeleta,6658010,0,5,356,482,69,2580,4608,0
562,BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,0,3,73,32,64,3847,52,0
563,BUENOS AIRES,Quilmes,Quilmes,6658010,11,60,552,2008,254,12149,13984,3
564,BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,7,43,173,66,68,13639,482,0
565,BUENOS AIRES,Quilmes,San Francisco Solano,6658010,0,8,168,482,2,32,4710,0
566,BUENOS AIRES,Quilmes,Villa La Florida,6658010,3,4,132,145,6,6959,2266,0
567,BUENOS AIRES,Ramallo,EL PARAÍSO,6665010,0,0,0,0,0,0,0,30
568,BUENOS AIRES,Ramallo,OTROS,Sin Datos,0,0,0,0,0,0,0,10
569,BUENOS AIRES,Ramallo,Pérez Millán,6665030,0,0,0,0,0,1,0,0
570,BUENOS AIRES,Ramallo,Ramallo,6665040,1,2,74,260,48,1,149,1177
571,BUENOS AIRES,Ramallo,VILLA RAMALLO,6665060,0,2,93,236,168,2,385,327
572,BUENOS AIRES,Rauch,OTROS,Sin Datos,0,11,19,0,0,0,0,0
573,BUENOS AIRES,Rauch,Rauch,6672010,2,76,139,541,851,3,0,0
574,BUENOS AIRES,Rivadavia,América,6679010,1,852,1952,204,87,0,0,511
575,BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,0,75,125,39,0,0,0,147
576,BUENOS AIRES,Rivadavia,González Moreno,6679030,0,0,0,0,0,0,0,1
577,BUENOS AIRES,Rivadavia,Sansinena,6679070,0,124,175,32,0,0,0,0
578,BUENOS AIRES,Rojas,Las Carabelas,6686020,1,40,194,6,2,0,0,0
579,BUENOS AIRES,Rojas,Rafael Obligado,6686040,0,0,26,0,0,0,0,0
580,BUENOS AIRES,Rojas,Rojas,6686060,0,485,4008,331,639,10,39,153
581,BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,0,0,36,149,3,0,7,0
582,BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,0,0,284,83,143,0,80,0
583,BUENOS AIRES,Saavedra,Arroyo Corto,6700010,0,0,0,0,31,136,92,0
584,BUENOS AIRES,Saavedra,Espartillar,6700040,0,0,79,0,0,314,0,0
585,BUENOS AIRES,Saavedra,Goyena,6700050,0,0,0,44,0,0,0,0
586,BUENOS AIRES,Saavedra,Pigüé,6700060,0,0,23,62,111,4119,450,0
587,BUENOS AIRES,Saavedra,Saavedra,6700070,0,0,0,30,1,1,0,0
588,BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010,0,0,18,22,0,0,0,0
589,BUENOS AIRES,Saladillo,Cazón,6707030,0,0,19,26,0,0,0,0
590,BUENOS AIRES,Saladillo,Del Carril,6707040,0,0,2,0,0,0,0,0
591,BUENOS AIRES,Saladillo,Saladillo,6707060,0,6,784,2003,1183,1,2002,0
592,BUENOS AIRES,Salliqueló,Quenumá,6721010,0,0,0,0,0,0,0,36
593,BUENOS AIRES,Salliqueló,Salliqueló,6721020,2,0,13,28,110,0,0,0
594,BUENOS AIRES,Salto,Arroyo Dulce,6714010,0,0,501,6,0,1,0,0
595,BUENOS AIRES,Salto,Gahan,6714030,0,181,0,0,0,0,0,0
596,BUENOS AIRES,Salto,Inés Indart,6714040,0,0,198,6,0,0,0,4
597,BUENOS AIRES,Salto,Salto,6714060,0,11,98,5228,524,1347,56,3078
598,BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,0,0,115,1,0,0,0,0
599,BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,0,0,150,31,2,59,0,0
600,BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,6728040,1,0,2380,738,255,1312,35,0
601,BUENOS AIRES,San Andrés de Giles,Solís,6728050,1,0,152,261,1,0,0,0
602,BUENOS AIRES,San Andrés de Giles,Villa Espil,6728060,0,0,104,0,0,0,0,0
603,BUENOS AIRES,San Andrés de Giles,Villa Ruiz,6728070,0,0,106,29,0,91,0,0
604,BUENOS AIRES,San Antonio de Areco,Duggan,6735010,0,0,278,182,49,0,0,0
605,BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,6735020,1,10,2475,364,581,4,126,2
606,BUENOS AIRES,San Antonio de Areco,Villa Lía,6735030,0,45,201,125,79,0,41,0
607,BUENOS AIRES,San Cayetano,Balneario San Cayetano,6742010,0,0,66,48,0,0,0,0
608,BUENOS AIRES,San Cayetano,Ochandío,6742020,0,0,15,0,0,0,0,0
609,BUENOS AIRES,San Cayetano,San Cayetano,6742030,0,0,968,1211,94,24,3,0
610,BUENOS AIRES,San Fernando,San Fernando,6749010,2,140,1335,1063,348,4177,4672,0
