,provincia,departamento,localidad,geometry
2880,Santa Fe,Belgrano,Las Parejas,MULTIPOINT ((-61.522449016326696 -32.68294985781913))
2881,Santa Fe,Belgrano,Tortugas,MULTIPOINT ((-61.8209883286038 -32.747397013744724))
2882,Santa Fe,Caseros,Arequito,MULTIPOINT ((-61.46950717636798 -33.144800394227964))
2883,Santa Fe,Caseros,Berabevú,MULTIPOINT ((-61.862092191702054 -33.340843122072904))
2884,Santa Fe,Caseros,Casilda,MULTIPOINT ((-61.16420109040249 -33.044697648095315))
2885,Santa Fe,Caseros,Los Molinos,MULTIPOINT ((-61.32556405077823 -33.10447954647077))
2886,Santa Fe,Caseros,San José de la Esquina,MULTIPOINT ((-61.60465398997344 -33.1401348565952))
2887,Santa Fe,Caseros,Los Quirquinchos,MULTIPOINT ((-61.710492009392425 -33.374859481955205))
2888,Santa Fe,Caseros,Sanford,MULTIPOINT ((-61.277200092142124 -33.14598790209814))
2889,Santa Fe,Constitución,Godoy,MULTIPOINT ((-60.5093016994803 -33.367191002361594))
2890,Santa Fe,Caseros,Arteaga,MULTIPOINT ((-61.79201123355476 -33.092681659949356))
2891,Santa Fe,Caseros,San José de la Esquina,MULTIPOINT ((-61.70266311566162 -33.11227990425059))
2892,Santa Fe,Caseros,Villada,MULTIPOINT ((-61.446620317255075 -33.348849210097))
2893,Santa Fe,Caseros,Gödeken,MULTIPOINT ((-61.84433889493604 -33.40036860792488))
2894,Santa Fe,Caseros,Bigand,MULTIPOINT ((-61.1847468491116 -33.37403667120882))
2895,Santa Fe,Caseros,Chañar Ladeado,MULTIPOINT ((-62.035232168956014 -33.32616850000266))
2896,Santa Fe,Caseros,Chabas,MULTIPOINT ((-61.358851824262324 -33.245840044117145))
2897,Santa Fe,Castellanos,Colonia Raquel,MULTIPOINT ((-61.488042997533036 -30.83683442823218))
2898,Santa Fe,Castellanos,Villa San José,MULTIPOINT ((-61.621579191980516 -31.336665807645364))
2899,Santa Fe,Castellanos,Zenón Pereyra,MULTIPOINT ((-61.89623627465659 -31.560095315218575))
2900,Santa Fe,Castellanos,Saguier,MULTIPOINT ((-61.696209026913394 -31.316273169572035))
2901,Santa Fe,Castellanos,Eustolia,MULTIPOINT ((-61.783534186852016 -31.576622654233326))
2902,Santa Fe,Castellanos,Garibaldi,MULTIPOINT ((-61.80586784462617 -31.64945258468605))
2903,Santa Fe,Castellanos,Ataliva,MULTIPOINT ((-61.431909256734016 -30.996267611082136))
2904,Santa Fe,Castellanos,Bella Italia,MULTIPOINT ((-61.40925777703545 -31.283208041437394))
2905,Santa Fe,Castellanos,Vila,MULTIPOINT ((-61.83290343284942 -31.190530471900725))
2906,Santa Fe,Castellanos,Esmeralda,MULTIPOINT ((-61.93287223905706 -31.612968990503973))
2907,Santa Fe,Castellanos,Tacural,MULTIPOINT ((-61.59174895025916 -30.846265296636847))
2908,Santa Fe,Castellanos,Josefina,MULTIPOINT ((-61.99195619314742 -31.406301896651552))
2909,Santa Fe,Castellanos,María Juana,MULTIPOINT ((-61.75167950241917 -31.675608219517414))
2910,Santa Fe,Castellanos,Plaza Clucellas,MULTIPOINT ((-61.70678334213416 -31.452680946338738))
2911,Santa Fe,Castellanos,San Antonio,MULTIPOINT ((-61.72474511866758 -31.21231967512398))
2912,Santa Fe,Castellanos,Susana,MULTIPOINT ((-61.515779945486585 -31.355760049649966))
2913,Santa Fe,Castellanos,Frontera,MULTIPOINT ((-62.026242839501045 -31.44075258271803))
2914,Santa Fe,Castellanos,Virginia,MULTIPOINT ((-61.34012629199959 -30.739500559870347))
2915,Santa Fe,Castellanos,Lehmann,MULTIPOINT ((-61.452378575940116 -31.125373024269162))
2916,Santa Fe,Castellanos,Rafaela,MULTIPOINT ((-61.49166155991077 -31.25266753304186))
2917,Santa Fe,Castellanos,Ramona,MULTIPOINT ((-61.90247228651376 -31.091856395804037))
2918,Santa Fe,Castellanos,San Vicente,MULTIPOINT ((-61.567374013160766 -31.69916036213214))
2919,Santa Fe,Castellanos,Pueblo Marini,MULTIPOINT ((-61.88938201953605 -31.03872566450638))
2920,Santa Fe,Castellanos,Lehmann,MULTIPOINT ((-61.515198965268965 -31.11890498575399))
2921,Santa Fe,Castellanos,Presidente Roca,MULTIPOINT ((-61.613522422209506 -31.212176108378426))
2922,Santa Fe,Castellanos,Humberto Primo,MULTIPOINT ((-61.347942837134646 -30.86833280119049))
2923,Santa Fe,Castellanos,Castellanos,MULTIPOINT ((-61.72423116728933 -31.208859370345795))
2924,Santa Fe,Castellanos,Eusebia y Carolina,MULTIPOINT ((-61.856075856621764 -30.94772778189812))
2925,Santa Fe,Castellanos,Frontera,MULTIPOINT ((-62.05920934498295 -31.42646330228825))
2926,Santa Fe,Castellanos,Egusquiza,MULTIPOINT ((-61.62792481264754 -31.095454412084305))
2927,Santa Fe,Castellanos,Colonia Bicha,MULTIPOINT ((-61.84953545856015 -30.854129551925418))
2928,Santa Fe,Castellanos,Estación Clucellas,MULTIPOINT ((-61.71835513262243 -31.524108222073302))
2929,Santa Fe,Castellanos,Colonia Cello,MULTIPOINT ((-61.84137504242442 -31.432128798687277))
2930,Santa Fe,Castellanos,Coronel Fraga,MULTIPOINT ((-61.91748302642296 -31.17446917528423))
2931,Santa Fe,Castellanos,Colonia Margarita,MULTIPOINT ((-61.64772261412466 -31.685992474954748))
2932,Santa Fe,Castellanos,Bauer y Sigel,MULTIPOINT ((-61.94301760408825 -31.271558704016076))
2933,Santa Fe,Castellanos,Colonia Aldao,MULTIPOINT ((-61.74325303273547 -30.98057688208947))
2934,Santa Fe,Castellanos,Angélica,MULTIPOINT ((-61.546338554552634 -31.550731816756862))
2935,Santa Fe,Castellanos,Josefina,MULTIPOINT ((-62.05862060596219 -31.415400689423862))
2936,Santa Fe,Castellanos,Aurelia,MULTIPOINT ((-61.42246182331112 -31.41965119557452))
2937,Santa Fe,Castellanos,Saguier,MULTIPOINT ((-61.66805393031709 -31.324284368460667))
2938,Santa Fe,Castellanos,Sunchales,MULTIPOINT ((-61.56066213884132 -30.94507703401296))
2939,Santa Fe,Castellanos,Santa Clara de Saguier,MULTIPOINT ((-61.817838486240895 -31.33574880914567))
2940,Santa Fe,Constitución,Pavón,MULTIPOINT ((-60.3888354800097 -33.251723013087336))
2941,Santa Fe,Constitución,Máximo Paz,MULTIPOINT ((-60.95610481923642 -33.483177504225964))
2942,Santa Fe,Constitución,Juan B. Molina,MULTIPOINT ((-60.51078443531385 -33.49383721853055))
2943,Santa Fe,Constitución,La Vanguardia,MULTIPOINT ((-60.6573745480685 -33.357997655459634))
2944,Santa Fe,Constitución,Alcorta,MULTIPOINT ((-61.12392790685169 -33.53817810923363))
2945,Santa Fe,Constitución,Cañada Rica,MULTIPOINT ((-60.61010514495023 -33.516017756468024))
2946,Santa Fe,Constitución,General Gelly,MULTIPOINT ((-60.59791397578285 -33.600176274568945))
2947,Santa Fe,Constitución,Peyrano,MULTIPOINT ((-60.79971820597486 -33.53777991554762))
2948,Santa Fe,Constitución,Empalme Villa Constitución,MULTIPOINT ((-60.37960472567771 -33.261169076441156))
2949,Santa Fe,Constitución,Bombal,MULTIPOINT ((-61.318211541367404 -33.4579749568213))
2950,Santa Fe,Constitución,Firmat,MULTIPOINT ((-61.48211085016036 -33.43907194323288))
2951,Santa Fe,Constitución,Cepeda,MULTIPOINT ((-60.62391490681036 -33.398178837239904))
2952,Santa Fe,Constitución,Pavón,MULTIPOINT ((-60.40711241511662 -33.24290066225699))
2953,Santa Fe,Constitución,Juncal,MULTIPOINT ((-61.050912152287005 -33.71628036319513))
2954,Santa Fe,Constitución,Villa Constitución,MULTIPOINT ((-60.271423803797596 -33.28361442238136))
2955,Santa Fe,Constitución,Cepeda,MULTIPOINT ((-60.559423242732386 -33.414340993479414))
2956,Santa Fe,Constitución,Theobald,MULTIPOINT ((-60.31237321479563 -33.31097736102997))
2957,Santa Fe,Constitución,Villa Constitución,MULTIPOINT ((-60.3297498159995 -33.22727002672263))
2958,Santa Fe,Constitución,Sargento Cabral,MULTIPOINT ((-60.62928656589956 -33.431334925918925))
2959,Santa Fe,Constitución,Santa Teresa,MULTIPOINT ((-60.7904875487752 -33.43664669491444))
2960,Santa Fe,Constitución,Rueda,MULTIPOINT ((-60.4587807187351 -33.33593515787698))
2961,Santa Fe,Constitución,Pavón Arriba,MULTIPOINT ((-60.82429855797615 -33.31158851682455))
2962,Santa Fe,Garay,Helvecia,MULTIPOINT ((-60.08889215652203 -31.10235836648819))
2963,Santa Fe,Garay,Santa Rosa de Calchines,MULTIPOINT ((-60.33268310796519 -31.420386332841396))
2964,Santa Fe,Garay,Cayastá,MULTIPOINT ((-60.15935379083085 -31.200750660800576))
2965,Santa Fe,Garay,Santa Rosa de Calchines,MULTIPOINT ((-60.4289774874059 -31.492003054213363))
2966,Santa Fe,Garay,Saladero Mariano Cabal,MULTIPOINT ((-60.035242547062026 -30.88060509879981))
2967,Santa Fe,General López,Murphy,MULTIPOINT ((-61.858335921639714 -33.6422977767819))
2968,Santa Fe,General López,Maggiolo,MULTIPOINT ((-62.2462478280245 -33.72109821110632))
2969,Santa Fe,General López,Miguel Torres,MULTIPOINT ((-61.465872691249054 -33.52646165248279))
2970,Santa Fe,Iriondo,Serodino,MULTIPOINT ((-60.94740063635925 -32.60374081538599))
2971,Santa Fe,General López,San Francisco de Santa Fe,MULTIPOINT ((-62.123902237348396 -33.58849530612567))
2972,Santa Fe,General López,Firmat,MULTIPOINT ((-61.48621035691694 -33.458143516263355))
2973,Santa Fe,General López,Cañada del Ucle,MULTIPOINT ((-61.605596605818 -33.40946693008527))
2974,Santa Fe,General López,Amenábar,MULTIPOINT ((-62.42338787296226 -34.133577975006425))
2975,Santa Fe,General López,Chovet,MULTIPOINT ((-61.603957105864595 -33.59899405105295))
2976,Santa Fe,General López,Lazzarino,MULTIPOINT ((-62.42812090863022 -34.16546377320412))
2977,Santa Fe,General López,Aarón Castellanos,MULTIPOINT ((-62.37408212487969 -34.33278554908312))
2978,Santa Fe,General López,Carreras,MULTIPOINT ((-61.310948717877615 -33.59614492820046))
2979,Santa Fe,General López,Cafferata,MULTIPOINT ((-62.086187732573336 -33.43953723223129))
2980,Santa Fe,General López,Chapuy,MULTIPOINT ((-61.74431384853022 -33.800710184122714))
2981,Santa Fe,General López,La Chispa,MULTIPOINT ((-61.97406405028495 -33.54420455839207))
2982,Santa Fe,General López,Venado Tuerto,MULTIPOINT ((-61.96873352492013 -33.745499156673894))
2983,Santa Fe,General López,Elortondo,MULTIPOINT ((-61.61505795974468 -33.70198371735754))
2984,Santa Fe,General López,Diego de Alvear,MULTIPOINT ((-62.128215946093995 -34.372650342893024))
2985,Santa Fe,General López,Hughes,MULTIPOINT ((-61.33613320858817 -33.80120118122355))
2986,Santa Fe,General López,Labordeboy,MULTIPOINT ((-61.314076467923215 -33.71764602753894))
2987,Santa Fe,General López,Carmen,MULTIPOINT ((-61.76226960138327 -33.73033941327585))
2988,Santa Fe,General López,Rufino,MULTIPOINT ((-62.71106660312582 -34.26187281836905))
2989,Santa Fe,General López,Melincué,MULTIPOINT ((-61.45699011504494 -33.66114344556206))
2990,Santa Fe,General López,María Teresa,MULTIPOINT ((-61.914752001854964 -34.01272194945366))
2991,Santa Fe,General López,Christophersen,MULTIPOINT ((-62.02596226271981 -34.18310723056642))
2992,Santa Fe,General López,Teodelina,MULTIPOINT ((-61.52652159619789 -34.18957330795621))
2993,Santa Fe,General López,Villa Cañás,MULTIPOINT ((-61.60582828456156 -34.004277199892414))
2994,Santa Fe,General López,Santa Isabel,MULTIPOINT ((-61.695937329691596 -33.88765818223524))
2995,Santa Fe,General López,Sancti Spiritu,MULTIPOINT ((-62.241541295336546 -34.00772564220352))
2996,Santa Fe,General López,Wheelwright,MULTIPOINT ((-61.21069517506943 -33.79230943216999))
2997,Santa Fe,General López,San Gregorio,MULTIPOINT ((-62.03581324141264 -34.325378502494765))
2998,Santa Fe,General López,San Eduardo,MULTIPOINT ((-62.088925879574084 -33.87124621345729))
2999,Santa Fe,General Obligado,La Sarita,MULTIPOINT ((-59.848837172978435 -28.972829031725514))
3000,Santa Fe,General Obligado,Florencia,MULTIPOINT ((-59.218014755673636 -28.04063181586285))
3001,Santa Fe,General Obligado,Los Laureles,MULTIPOINT ((-59.73619171491759 -29.36864781290942))
3002,Santa Fe,General Obligado,Avellaneda,MULTIPOINT ((-59.658472078782104 -29.11752148103808))
3003,Santa Fe,General Obligado,El Araza,MULTIPOINT ((-59.94758200897127 -29.132999698009705))
3004,Santa Fe,General Obligado,Reconquista,MULTIPOINT ((-59.64354789861042 -29.144517329923737))
3005,Santa Fe,General Obligado,San Antonio de Obligado,MULTIPOINT ((-59.26438772454393 -28.384253451813542))
3006,Santa Fe,General Obligado,Arroyo Ceibal,MULTIPOINT ((-59.47769768663325 -28.7230812436559))
3007,Santa Fe,General Obligado,Guadalupe Norte,MULTIPOINT ((-59.563625931024895 -28.945053597839596))
3008,Santa Fe,General Obligado,Ingeniero Chanourdie,MULTIPOINT ((-59.5772332721616 -28.75981252784478))
3009,Santa Fe,General Obligado,El Rabón,MULTIPOINT ((-59.2642198971569 -28.221177609994093))
3010,Santa Fe,General Obligado,Lanteri,MULTIPOINT ((-59.6351942811771 -28.840006733990165))
3011,Santa Fe,Iriondo,Classon,MULTIPOINT ((-61.29039517263977 -32.46237735230949))
3012,Santa Fe,General Obligado,Tacuarendi,MULTIPOINT ((-59.25722599180444 -28.41784686638101))
3013,Santa Fe,General Obligado,Villa Ocampo,MULTIPOINT ((-59.29419267480098 -28.49216955817219))
3014,Santa Fe,General Obligado,Malabrigo,MULTIPOINT ((-59.9699052577942 -29.348795562701323))
3015,Santa Fe,General Obligado,La Sarita,MULTIPOINT ((-59.86598125905453 -28.873609297474374))
3016,Santa Fe,General Obligado,Villa Ana,MULTIPOINT ((-59.61332856458507 -28.49266237200804))
3017,Santa Fe,General Obligado,Las Toscas,MULTIPOINT ((-59.25930167481457 -28.35489283597517))
3018,Santa Fe,General Obligado,Villa Ocampo,MULTIPOINT ((-59.35474732529425 -28.486772612717537))
3019,Santa Fe,General Obligado,Villa Guillermina,MULTIPOINT ((-59.45148129047408 -28.244524352843627))
3020,Santa Fe,General Obligado,Las Garzas,MULTIPOINT ((-59.49965459594915 -28.84713737390707))
3021,Santa Fe,General Obligado,Berna,MULTIPOINT ((-59.84531109544683 -29.27266801504187))
3022,Santa Fe,General Obligado,Reconquista,MULTIPOINT ((-59.581040111985125 -29.23375329844645))
3023,Santa Fe,Las Colonias,Sarmiento,MULTIPOINT ((-61.167197479928895 -31.058806814820606))
3024,Santa Fe,Iriondo,Oliveros,MULTIPOINT ((-60.820226566626246 -32.63497306373084))
3025,Santa Fe,Iriondo,Pueblo Andino,MULTIPOINT ((-60.82266521622867 -32.638865935607576))
3026,Santa Fe,Iriondo,Corrrea,MULTIPOINT ((-61.254497343510465 -32.848617724720235))
3027,Santa Fe,Iriondo,Totoras,MULTIPOINT ((-61.37796512679463 -32.59754642459758))
3028,Santa Fe,Iriondo,Pueblo Andino,MULTIPOINT ((-60.87537837383694 -32.66994210826723))
3029,Santa Fe,Iriondo,Cañada de Gómez,MULTIPOINT ((-61.39519868084468 -32.82121616418761))
3030,Santa Fe,Iriondo,Villa Eloísa,MULTIPOINT ((-61.55101351957355 -32.96388826462342))
3031,Santa Fe,Iriondo,Salto Grande,MULTIPOINT ((-61.08820809828792 -32.666058802938664))
3032,Santa Fe,Iriondo,Totoras,MULTIPOINT ((-61.21858064787855 -32.551983244399295))
3033,Santa Fe,Iriondo,Carrizales,MULTIPOINT ((-61.03220357648265 -32.50873893295342))
3034,Santa Fe,Iriondo,Totoras,MULTIPOINT ((-61.32418584950524 -32.6083088053541))
3035,Santa Fe,Iriondo,Bustinza,MULTIPOINT ((-61.290819955819124 -32.73824263862817))
3036,Santa Fe,Iriondo,Oliveros,MULTIPOINT ((-60.85464231920643 -32.5739334256463))
3037,Santa Fe,Iriondo,Lucio V. López,MULTIPOINT ((-61.01745882714918 -32.71539624084559))
3038,Santa Fe,Iriondo,Totoras,MULTIPOINT ((-61.16669973900633 -32.584272490269136))
3039,Santa Fe,La Capital,Arroyo Leyes,MULTIPOINT ((-60.51750800467106 -31.558725563738967))
3040,Santa Fe,La Capital,Monte Vera,MULTIPOINT ((-60.661519542277645 -31.566507150241325))
3041,Santa Fe,La Capital,Santa Fe,MULTIPOINT ((-60.71047844101233 -31.657474953386064))
3042,Santa Fe,La Capital,Laguna Paiva,MULTIPOINT ((-60.65992246796594 -31.30735775491744))
3043,Santa Fe,La Capital,Campo Andino,MULTIPOINT ((-60.52980703168695 -31.239054918371917))
3044,Santa Fe,La Capital,Nelson,MULTIPOINT ((-60.76445079990574 -31.26583250648256))
3045,Santa Fe,La Capital,Llambí Campbell,MULTIPOINT ((-60.74768043020588 -31.184183473912668))
3046,Santa Fe,La Capital,Monte Vera,MULTIPOINT ((-60.67841646908198 -31.55582631490009))
3047,Santa Fe,La Capital,Emilia,MULTIPOINT ((-60.74490820698226 -31.059019116197423))
3048,Santa Fe,La Capital,Arroyo Leyes,MULTIPOINT ((-60.479997066930785 -31.528997202098815))
3049,Santa Fe,La Capital,San José del Rincón,MULTIPOINT ((-60.567441942792364 -31.606505912306712))
3050,Santa Fe,La Capital,Santo Tomé,MULTIPOINT ((-60.76172230554331 -31.663018754495514))
3051,Santa Fe,La Capital,Arroyo Aguiar,MULTIPOINT ((-60.66229261010897 -31.372064898849263))
3052,Santa Fe,La Capital,Recreo,MULTIPOINT ((-60.73544886968045 -31.490893109592093))
3053,Santa Fe,La Capital,Arroyo Aguiar,MULTIPOINT ((-60.66793122684658 -31.432087137706656))
3054,Santa Fe,La Capital,Sauce Viejo,MULTIPOINT ((-60.83714368481156 -31.771093503077733))
3055,Santa Fe,La Capital,Monte Vera,MULTIPOINT ((-60.67867650372352 -31.51680156625795))
3056,Santa Fe,La Capital,Monte Vera,MULTIPOINT ((-60.61321148439719 -31.51535541590967))
3057,Santa Fe,La Capital,Candioti,MULTIPOINT ((-60.74898161073397 -31.401390352326242))
3058,Santa Fe,La Capital,Cabal,MULTIPOINT ((-60.727151844915184 -31.10399075281837))
3059,Santa Fe,Las Colonias,Empalme San Carlos,MULTIPOINT ((-60.81371266537177 -31.54770481524864))
3060,Santa Fe,Las Colonias,Esperanza,MULTIPOINT ((-60.93015287607739 -31.44889009665645))
3061,Santa Fe,Las Colonias,Grutly,MULTIPOINT ((-61.071972167969044 -31.26869011609467))
3062,Santa Fe,Las Colonias,Cavour,MULTIPOINT ((-61.016543199855384 -31.364804458854422))
3063,Santa Fe,Las Colonias,Las Tunas,MULTIPOINT ((-60.996131602754886 -31.571890246472748))
3064,Santa Fe,Las Colonias,Humboldt,MULTIPOINT ((-61.08229817224495 -31.40085842458663))
3065,Santa Fe,Las Colonias,María Luisa,MULTIPOINT ((-60.91076157758767 -31.010843839160465))
3066,Santa Fe,Las Colonias,Providencia,MULTIPOINT ((-61.021127137163035 -30.98274031427461))
3067,Santa Fe,Las Colonias,Jacinto L. Aráuz,MULTIPOINT ((-60.97555332506819 -30.734298215246927))
3068,Santa Fe,Las Colonias,San Carlos Norte,MULTIPOINT ((-61.074767025326835 -31.673544579351606))
3069,Santa Fe,Las Colonias,Matilde,MULTIPOINT ((-61.01001349036291 -31.79626688412323))
3070,Santa Fe,Las Colonias,Sa Pereyra,MULTIPOINT ((-61.376534144157 -31.570455810306527))
3071,Santa Fe,Las Colonias,Pilar,MULTIPOINT ((-61.259598055532635 -31.440410689736375))
3072,Santa Fe,Las Colonias,San Agustín,MULTIPOINT ((-60.94063572269331 -31.68287364894644))
3073,Santa Fe,Las Colonias,San Jerónimo del Sauce,MULTIPOINT ((-61.14135389501159 -31.609029307956394))
3074,Santa Fe,Las Colonias,San Carlos Sud,MULTIPOINT ((-61.100577844883674 -31.760820285035873))
3075,Santa Fe,Las Colonias,Nuevo Torino,MULTIPOINT ((-61.23513458183643 -31.34500745763323))
3076,Santa Fe,Las Colonias,San Mariano,MULTIPOINT ((-61.34744264344731 -31.668413072859288))
3077,Santa Fe,Las Colonias,Santo Domingo,MULTIPOINT ((-60.88799395092648 -31.120466212896943))
3078,Santa Fe,Las Colonias,Santa Clara de Buena Vista,MULTIPOINT ((-61.3157990016507 -31.762372441019146))
3079,Santa Fe,Las Colonias,Felicia,MULTIPOINT ((-61.21218649652248 -31.24454637337707))
3080,Santa Fe,Las Colonias,Cululú,MULTIPOINT ((-60.93001900751303 -31.20609213840879))
3081,Santa Fe,Las Colonias,Progreso,MULTIPOINT ((-60.98964222655879 -31.137866900300608))
3082,Santa Fe,Las Colonias,La Pelada,MULTIPOINT ((-60.96829258500446 -30.86624148822492))
3083,Santa Fe,Las Colonias,San Carlos Centro,MULTIPOINT ((-61.09073013495744 -31.726587619878647))
3084,Santa Fe,Las Colonias,San Jerónimo Norte,MULTIPOINT ((-61.07792353602627 -31.552707917033253))
3085,Santa Fe,Las Colonias,Franck,MULTIPOINT ((-60.93834040417118 -31.587189683514826))
3086,Santa Fe,Las Colonias,Hipatía,MULTIPOINT ((-61.03300640796501 -31.125576583640814))
3087,Santa Fe,Las Colonias,Matilde,MULTIPOINT ((-60.97994539595423 -31.791578103870894))
3088,Santa Fe,Las Colonias,Elisa,MULTIPOINT ((-61.04940027405285 -30.694492683367734))
3089,Santa Fe,9 de Julio,San Bernardo,MULTIPOINT ((-61.52801663842283 -28.66741183772731))
3090,Santa Fe,9 de Julio,Esteban Rams,MULTIPOINT ((-61.48998197212501 -29.772421746312066))
3091,Santa Fe,9 de Julio,Gato Colorado,MULTIPOINT ((-61.18658217974168 -28.022389719030556))
3092,Santa Fe,9 de Julio,Gregoria Pérez de Denis,MULTIPOINT ((-61.52781601763831 -28.22745279862762))
3093,Santa Fe,9 de Julio,Villa Minetti,MULTIPOINT ((-61.626763494481814 -28.622961221903584))
3094,Santa Fe,9 de Julio,Logroño,MULTIPOINT ((-61.69614733499374 -29.503755544519947))
3095,Santa Fe,9 de Julio,Santa Margarita,MULTIPOINT ((-61.54875432823338 -28.313823650645624))
3096,Santa Fe,9 de Julio,Pozo Borrado,MULTIPOINT ((-61.704872955692096 -28.938083722299144))
3097,Santa Fe,9 de Julio,Montefiore,MULTIPOINT ((-61.866895003565766 -29.668695214333532))
3098,Santa Fe,9 de Julio,Tostado,MULTIPOINT ((-61.77120786268574 -29.232729704107495))
3099,Santa Fe,Rosario,Pueblo Esther,MULTIPOINT ((-60.57499356884288 -33.07229303320816))
3100,Santa Fe,Rosario,Arroyo Seco,MULTIPOINT ((-60.511938218679504 -33.15813852105041))
3101,Santa Fe,Rosario,Piñero,MULTIPOINT ((-60.73633004404907 -33.090297932577826))
3102,Santa Fe,Rosario,Villa Amelia,MULTIPOINT ((-60.66410115105897 -33.17590795931715))
3103,Santa Fe,Rosario,Villa Amelia,MULTIPOINT ((-60.70692167328717 -33.12629456850221))
3104,Santa Fe,Rosario,Alvear,MULTIPOINT ((-60.69847764784471 -33.0910657594171))
3105,Santa Fe,Rosario,Álvarez,MULTIPOINT ((-60.806189982276365 -33.128090119107725))
3106,Santa Fe,Rosario,Alvear,MULTIPOINT ((-60.6198434734122 -33.0578411745076))
3107,Santa Fe,Rosario,Álvarez,MULTIPOINT ((-60.71340108739507 -33.128516221414976))
3108,Santa Fe,Rosario,Carmen del Sauce,MULTIPOINT ((-60.81177105793682 -33.23602667339814))
3109,Santa Fe,Rosario,Albarellos,MULTIPOINT ((-60.6367606409017 -33.239538677640645))
3110,Santa Fe,Rosario,Pueblo Muñoz,MULTIPOINT ((-60.89807376337673 -33.172046320128075))
3111,Santa Fe,Rosario,Arminda,MULTIPOINT ((-60.967881949421134 -33.26357592486711))
3112,Santa Fe,Rosario,Alvear,MULTIPOINT ((-60.63343501667503 -33.07633775725968))
3113,Santa Fe,Rosario,Granadero Baigorria,MULTIPOINT ((-60.706333239616406 -32.86183050608859))
3114,Santa Fe,Rosario,Acebal,MULTIPOINT ((-60.83648036989696 -33.241763958249386))
3115,Santa Fe,Rosario,Arroyo Seco,MULTIPOINT ((-60.50584585309574 -33.13041538703308))
3116,Santa Fe,Rosario,Fighiera,MULTIPOINT ((-60.469438049074775 -33.193862117945926))
3117,Santa Fe,Rosario,Piñero,MULTIPOINT ((-60.79611239048098 -33.10913966027338))
3118,Santa Fe,Rosario,Ibarlucea,MULTIPOINT ((-60.78547990821728 -32.851864110381726))
3119,Santa Fe,Rosario,Coronel Rodolfo S. Domínguez,MULTIPOINT ((-60.72198105634006 -33.18370487908537))
3120,Santa Fe,Rosario,Pérez,MULTIPOINT ((-60.76986861175314 -32.99887216935386))
3121,Santa Fe,Rosario,Alvear,MULTIPOINT ((-60.68497231508313 -33.05878985732668))
3122,Santa Fe,Rosario,Funes,MULTIPOINT ((-60.81143629003113 -32.920864509257))
3123,Santa Fe,Rosario,Soldini,MULTIPOINT ((-60.75675484852489 -33.027584021507614))
3124,Santa Fe,Rosario,Uranga,MULTIPOINT ((-60.70524959304723 -33.266037269506946))
3125,Santa Fe,Rosario,Zavalla,MULTIPOINT ((-60.8784970110083 -33.01963188647901))
3126,Santa Fe,Rosario,Coronel Bogado,MULTIPOINT ((-60.60267721551479 -33.31585453381282))
3127,Santa Fe,Rosario,Carmen del Sauce,MULTIPOINT ((-60.76432489903543 -33.24426143318378))
3128,Santa Fe,Rosario,General Lagos,MULTIPOINT ((-60.564557842918134 -33.11004304262188))
3129,Santa Fe,Rosario,Rosario,MULTIPOINT ((-60.6331755763544 -32.94721338380311))
3130,Santa Fe,Rosario,Villa Gobernador Gálvez,MULTIPOINT ((-60.633689287872016 -33.025131923588035))
3131,Santa Fe,San Cristóbal,Suardi,MULTIPOINT ((-61.96100542653744 -30.53442380307201))
3132,Santa Fe,San Cristóbal,Moisés Ville,MULTIPOINT ((-61.46950779896614 -30.715584856026005))
3133,Santa Fe,San Cristóbal,Capivara,MULTIPOINT ((-61.27115306531003 -30.45970976410801))
3134,Santa Fe,San Cristóbal,Las Avispas,MULTIPOINT ((-61.288067305521544 -29.89641737939995))
3135,Santa Fe,San Cristóbal,Villa Saralegui,MULTIPOINT ((-60.746778975298135 -30.540840936961235))
3136,Santa Fe,San Cristóbal,Villa Trinidad,MULTIPOINT ((-61.87709208911576 -30.21610843998336))
3137,Santa Fe,San Cristóbal,Colonia Rosa,MULTIPOINT ((-61.983818102565145 -30.300382717545215))
3138,Santa Fe,San Cristóbal,Palacios,MULTIPOINT ((-61.62265242528038 -30.708584246435176))
3139,Santa Fe,San Cristóbal,Huanqueros,MULTIPOINT ((-61.218465247224664 -30.011993902667452))
3140,Santa Fe,San Cristóbal,La Cabral,MULTIPOINT ((-61.17833396195439 -30.08680120114155))
3141,Santa Fe,San Cristóbal,Monigotes,MULTIPOINT ((-61.63423112118558 -30.488367624727246))
3142,Santa Fe,San Cristóbal,Constanza,MULTIPOINT ((-61.31973381761054 -30.66351810005702))
3143,Santa Fe,San Cristóbal,La Lucila,MULTIPOINT ((-61.0033083378092 -30.419665682943233))
3144,Santa Fe,San Cristóbal,Ceres,MULTIPOINT ((-61.94509371181769 -29.8818941399429))
3145,Santa Fe,San Cristóbal,Ambrosetti,MULTIPOINT ((-61.57602295752574 -30.015241633358073))
3146,Santa Fe,San Cristóbal,Colonia Bossi,MULTIPOINT ((-61.787743652607794 -30.66784593070868))
3147,Santa Fe,San Cristóbal,Aguará Grande,MULTIPOINT ((-60.89426045095999 -30.116102371027374))
3148,Santa Fe,San Cristóbal,Las Palmeras,MULTIPOINT ((-61.625822720652614 -30.63025652414459))
3149,Santa Fe,San Cristóbal,La Rubia,MULTIPOINT ((-61.793504117004034 -30.110287289423745))
