,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,BAF,Dial Up
12909,2017,2,Jujuy,34.0,9.0,22.0,0.0,35.0,43.0,33,2.0
12910,2017,2,Jujuy,34.0,9.0,22.0,0.0,35.0,43.0,32,619.0
12911,2017,2,Jujuy,34.0,9.0,22.0,0.0,35.0,43.0,154,37.0
12912,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,3,11.0
12913,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,2,8.0
12914,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,27,13.0
12915,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,91,14.0
12916,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,62,2.0
12917,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,658,133.0
12918,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,90,12.0
12919,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,183,57.0
12920,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,30,0.0
12921,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,43,1.0
12922,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,73,449.0
12923,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,16,18.0
12924,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,169,1.0
12925,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,100,0.0
12926,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,115,2.0
12927,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,101,998.0
12928,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,109,1.0
12929,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,51,620.0
12930,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,13,315.0
12931,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,26,369.0
12932,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,567,362.0
12933,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,33,2.0
12934,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,32,619.0
12935,2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0,154,37.0
12936,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,3,11.0
12937,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,2,8.0
12938,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,27,13.0
12939,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,91,14.0
12940,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,62,2.0
12941,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,658,133.0
12942,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,90,12.0
12943,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,183,57.0
12944,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,30,0.0
12945,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,43,1.0
12946,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,73,449.0
12947,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,16,18.0
12948,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,169,1.0
12949,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,100,0.0
12950,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,115,2.0
12951,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,101,998.0
12952,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,109,1.0
12953,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,51,620.0
12954,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,13,315.0
12955,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,26,369.0
12956,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,567,362.0
12957,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,33,2.0
12958,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,32,619.0
12959,2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0,154,37.0
12960,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,3,11.0
12961,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,2,8.0
12962,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,27,13.0
12963,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,91,14.0
12964,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,62,2.0
12965,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,658,133.0
12966,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,90,12.0
12967,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,183,57.0
12968,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,30,0.0
12969,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,43,1.0
12970,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,73,449.0
12971,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,16,18.0
12972,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,169,1.0
12973,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,100,0.0
12974,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,115,2.0
12975,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,101,998.0
12976,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,109,1.0
12977,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,51,620.0
12978,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,13,315.0
12979,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,26,369.0
12980,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,567,362.0
12981,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,33,2.0
12982,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,32,619.0
12983,2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0,154,37.0
12984,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,3,11.0
12985,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,2,8.0
12986,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,27,13.0
12987,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,91,14.0
12988,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,62,2.0
12989,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,658,133.0
12990,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,90,12.0
12991,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,183,57.0
12992,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,30,0.0
12993,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,43,1.0
12994,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,73,449.0
12995,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,16,18.0
12996,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,169,1.0
12997,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,100,0.0
12998,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,115,2.0
12999,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,101,998.0
13000,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,109,1.0
13001,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,51,620.0
13002,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,13,315.0
13003,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,26,369.0
13004,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,567,362.0
13005,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,33,2.0
13006,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,32,619.0
13007,2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0,154,37.0
13008,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,3,11.0
13009,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,2,8.0
13010,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,27,13.0
13011,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,91,14.0
13012,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,62,2.0
13013,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,658,133.0
13014,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,90,12.0
13015,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,183,57.0
13016,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,30,0.0
13017,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,43,1.0
13018,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,73,449.0
13019,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,16,18.0
13020,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,169,1.0
13021,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,100,0.0
13022,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,115,2.0
13023,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,101,998.0
13024,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,109,1.0
13025,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,51,620.0
13026,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,13,315.0
13027,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,26,369.0
13028,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,567,362.0
13029,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,33,2.0
13030,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,32,619.0
13031,2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0,154,37.0
13032,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,3,11.0
13033,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,2,8.0
13034,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,27,13.0
13035,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,91,14.0
13036,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,62,2.0
13037,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,658,133.0
13038,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,90,12.0
13039,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,183,57.0
13040,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,30,0.0
13041,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,43,1.0
13042,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,73,449.0
13043,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,16,18.0
13044,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,169,1.0
13045,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,100,0.0
13046,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,115,2.0
13047,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,101,998.0
13048,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,109,1.0
13049,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,51,620.0
13050,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,13,315.0
13051,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,26,369.0
13052,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,567,362.0
13053,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,33,2.0
13054,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,32,619.0
13055,2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0,154,37.0
13056,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,3,11.0
13057,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,2,8.0
13058,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,27,13.0
13059,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,91,14.0
13060,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,62,2.0
13061,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,658,133.0
13062,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,90,12.0
13063,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,183,57.0
13064,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,30,0.0
13065,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,43,1.0
13066,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,73,449.0
13067,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,16,18.0
13068,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,169,1.0
13069,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,100,0.0
13070,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,115,2.0
13071,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,101,998.0
13072,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,109,1.0
13073,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,51,620.0
13074,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,13,315.0
13075,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,26,369.0
13076,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,567,362.0
13077,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,33,2.0
13078,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,32,619.0
13079,2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0,154,37.0
13080,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,3,11.0
13081,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,2,8.0
13082,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,27,13.0
13083,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,91,14.0
13084,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,62,2.0
13085,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,658,133.0
13086,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,90,12.0
13087,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,183,57.0
13088,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,30,0.0
13089,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,43,1.0
13090,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,73,449.0
13091,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,16,18.0
13092,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,169,1.0
13093,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,100,0.0
13094,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,115,2.0
13095,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,101,998.0
13096,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,109,1.0
13097,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,51,620.0
13098,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,13,315.0
13099,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,26,369.0
13100,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,567,362.0
13101,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,33,2.0
13102,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,32,619.0
13103,2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0,154,37.0
13104,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,3,11.0
13105,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,2,8.0
13106,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,27,13.0
13107,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,91,14.0
13108,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,62,2.0
13109,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,658,133.0
13110,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,90,12.0
13111,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,183,57.0
13112,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,30,0.0
13113,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,43,1.0
13114,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,73,449.0
13115,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,16,18.0
13116,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,169,1.0
13117,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,100,0.0
13118,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,115,2.0
13119,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,101,998.0
13120,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,109,1.0
13121,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,51,620.0
13122,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,13,315.0
13123,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,26,369.0
13124,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,567,362.0
13125,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,33,2.0
13126,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,32,619.0
13127,2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0,154,37.0
13128,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,3,11.0
13129,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,2,8.0
13130,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,27,13.0
13131,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,91,14.0
13132,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,62,2.0
13133,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,658,133.0
13134,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,90,12.0
13135,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,183,57.0
13136,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,30,0.0
13137,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,43,1.0
13138,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,73,449.0
13139,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,16,18.0
13140,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,169,1.0
13141,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,100,0.0
13142,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,115,2.0
13143,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,101,998.0
13144,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,109,1.0
13145,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,51,620.0
13146,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,13,315.0
13147,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,26,369.0
13148,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,567,362.0
13149,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,33,2.0
13150,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,32,619.0
13151,2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0,154,37.0
13152,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,3,11.0
13153,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,2,8.0
13154,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,27,13.0
13155,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,91,14.0
13156,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,62,2.0
13157,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,658,133.0
13158,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,90,12.0
13159,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,183,57.0
13160,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,30,0.0
13161,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,43,1.0
13162,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,73,449.0
13163,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,16,18.0
13164,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,169,1.0
13165,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,100,0.0
13166,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,115,2.0
13167,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,101,998.0
13168,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,109,1.0
13169,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,51,620.0
13170,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,13,315.0
13171,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,26,369.0
13172,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,567,362.0
13173,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,33,2.0
13174,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,32,619.0
13175,2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0,154,37.0
13176,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,3,11.0
13177,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,2,8.0
13178,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,27,13.0
13179,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,91,14.0
13180,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,62,2.0
13181,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,658,133.0
13182,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,90,12.0
13183,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,183,57.0
13184,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,30,0.0
13185,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,43,1.0
13186,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,73,449.0
13187,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,16,18.0
13188,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,169,1.0
13189,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,100,0.0
13190,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,115,2.0
13191,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,101,998.0
13192,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,109,1.0
13193,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,51,620.0
13194,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,13,315.0
13195,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,26,369.0
13196,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,567,362.0
13197,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,33,2.0
13198,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,32,619.0
13199,2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0,154,37.0
13200,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,3,11.0
13201,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,2,8.0
13202,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,27,13.0
13203,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,91,14.0
13204,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,62,2.0
13205,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,658,133.0
13206,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,90,12.0
13207,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,183,57.0
13208,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,30,0.0
13209,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,43,1.0
13210,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,73,449.0
13211,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,16,18.0
13212,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,169,1.0
13213,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,100,0.0
13214,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,115,2.0
13215,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,101,998.0
13216,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,109,1.0
13217,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,51,620.0
13218,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,13,315.0
13219,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,26,369.0
13220,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,567,362.0
13221,2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0,33,2.0
